[09:42:00] [udemy-downloader] [pre_run:406] INFO: Output directory set to F:\Cursor\Advance-Udemy-Downloader\out_dir
[09:42:01] [udemy-downloader] [__init__:463] INFO: Found cookie.txt, attempting to use for authentication...
[09:42:01] [udemy-downloader] [main:2161] INFO: > Fetching course information, this may take a minute...
[09:42:07] [udemy-downloader] [main:2164] INFO: > Course information retrieved!
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 32 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 33 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 34 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 35 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 36 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 37 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 39 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 40 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 41 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 42 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 43 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 44 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 45 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 46 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 47 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 48 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 49 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 50 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 51 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 52 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 53 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 54 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 55 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 56 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 57 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 58 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 59 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 60 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 61 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 62 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 64 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 65 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 66 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 67 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 68 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 69 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 70 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 71 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 72 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 73 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 74 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 75 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 76 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 77 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 78 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 79 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 80 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 81 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 82 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 83 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 84 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 85 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 86 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 88 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 89 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 90 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 91 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 92 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 93 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 94 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 95 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 96 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 97 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 98 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 99 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 100 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 101 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 102 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 103 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 104 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 105 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 106 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 107 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 108 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 110 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 111 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 112 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 113 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 114 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 115 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 116 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 117 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 118 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 119 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 120 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 121 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 122 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 123 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 124 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 125 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 126 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 127 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 128 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 129 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 130 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 131 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 132 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 133 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 134 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 135 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 136 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 137 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 138 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 139 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 140 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 141 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 143 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 144 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 145 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 146 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 147 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 148 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 149 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 150 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 151 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 152 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 153 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 154 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 155 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 156 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 157 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 158 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 159 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 160 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 161 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 162 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 163 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 164 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 165 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 166 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 167 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 168 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 169 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 171 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 172 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 173 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 174 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 175 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 176 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 177 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 178 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 179 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 180 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 181 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 182 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 183 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 184 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 185 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 186 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 187 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 188 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 189 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 190 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 191 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 192 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 193 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 194 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 196 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 197 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 198 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 199 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 200 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 201 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 202 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 203 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 204 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 205 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 206 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 207 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 208 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 209 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 210 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 211 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 212 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 213 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 214 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 215 of 216
[09:42:30] [udemy-downloader] [main:2256] INFO: Processing 216 of 216
[09:42:30] [udemy-downloader] [parse_new:1858] INFO: Chapter(s) (8)
[09:42:30] [udemy-downloader] [parse_new:1859] INFO: Lecture(s) (208)
[09:42:30] [udemy-downloader] [parse_new:1878] INFO: ======= Processing chapter 1 of 8 =======
[09:42:43] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 1 of 208
[09:42:43] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '001 Day 1 - Running Your First LLM Locally with Ollama and Open Source Models' is already downloaded, skipping...
[09:42:43] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:42:43] [udemy-downloader] [process_caption:1534] INFO:     > Caption '001 Day 1 - Running Your First LLM Locally with Ollama and Open Source Models_en.vtt' already downloaded.
[09:42:43] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (001 Day 1 - Running Your First LLM Locally with Ollama and Open Source Models_en_zh.srt), skipping translation.
[09:42:43] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:42:58] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 2 of 208
[09:42:58] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '002 Day 1 - Spanish Tutor Demo with Open-Source Models & Course Overview' is already downloaded, skipping...
[09:42:58] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:42:58] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '002 Day 1 - Spanish Tutor Demo with Open-Source Models & Course Overview_en.vtt'
[09:42:59] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:42:59] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:42:59] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (002 Day 1 - Spanish Tutor Demo with Open-Source Models & Course Overview_en_zh.srt), skipping translation.
[09:42:59] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:42:59] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:03] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 3 of 208
[09:43:03] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '003 Day 1 - Setting Up Your LLM Development Environment with Cursor and UV' is already downloaded, skipping...
[09:43:03] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:03] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '003 Day 1 - Setting Up Your LLM Development Environment with Cursor and UV_en.vtt'
[09:43:05] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:05] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:05] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (003 Day 1 - Setting Up Your LLM Development Environment with Cursor and UV_en_zh.srt), skipping translation.
[09:43:05] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:05] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:11] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 4 of 208
[09:43:11] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '004 Day 1 - Setting Up Your PC Development Environment with Git and Cursor' is already downloaded, skipping...
[09:43:11] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:11] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '004 Day 1 - Setting Up Your PC Development Environment with Git and Cursor_en.vtt'
[09:43:12] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:12] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:12] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (004 Day 1 - Setting Up Your PC Development Environment with Git and Cursor_en_zh.srt), skipping translation.
[09:43:12] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:12] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:16] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 5 of 208
[09:43:16] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '005 Day 1 - Mac Setup Installing Git, Cloning the Repo, and Cursor IDE' is already downloaded, skipping...
[09:43:16] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:16] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '005 Day 1 - Mac Setup Installing Git, Cloning the Repo, and Cursor IDE_en.vtt'
[09:43:17] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:17] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:17] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (005 Day 1 - Mac Setup Installing Git, Cloning the Repo, and Cursor IDE_en_zh.srt), skipping translation.
[09:43:17] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:17] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:26] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 6 of 208
[09:43:26] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '006 Day 1 - Installing UV and Setting Up Your Cursor Development Environment' is already downloaded, skipping...
[09:43:26] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:26] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '006 Day 1 - Installing UV and Setting Up Your Cursor Development Environment_en.vtt'
[09:43:27] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:27] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:27] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (006 Day 1 - Installing UV and Setting Up Your Cursor Development Environment_en_zh.srt), skipping translation.
[09:43:27] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:27] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:32] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 7 of 208
[09:43:32] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '007 Day 1 - Setting Up Your OpenAI API Key and Environment Variables' is already downloaded, skipping...
[09:43:32] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:32] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '007 Day 1 - Setting Up Your OpenAI API Key and Environment Variables_en.vtt'
[09:43:33] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:33] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:33] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (007 Day 1 - Setting Up Your OpenAI API Key and Environment Variables_en_zh.srt), skipping translation.
[09:43:33] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:33] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:40] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 8 of 208
[09:43:40] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '008 Day 1 - Installing Cursor Extensions and Setting Up Your Jupyter Notebook' is already downloaded, skipping...
[09:43:40] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:40] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '008 Day 1 - Installing Cursor Extensions and Setting Up Your Jupyter Notebook_en.vtt'
[09:43:41] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:41] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:41] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (008 Day 1 - Installing Cursor Extensions and Setting Up Your Jupyter Notebook_en_zh.srt), skipping translation.
[09:43:41] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:41] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:47] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 9 of 208
[09:43:47] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '009 Day 1 - Running Your First OpenAI API Call and System vs User Prompts' is already downloaded, skipping...
[09:43:47] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:47] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '009 Day 1 - Running Your First OpenAI API Call and System vs User Prompts_en.vtt'
[09:43:48] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:48] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:48] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (009 Day 1 - Running Your First OpenAI API Call and System vs User Prompts_en_zh.srt), skipping translation.
[09:43:48] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:48] [udemy-downloader] [parse_new:1937] INFO:     > Processing 1 asset(s) for lecture...
[09:43:54] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 10 of 208
[09:43:54] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '010 Day 1 - Building a Website Summarizer with OpenAI Chat Completions API' is already downloaded, skipping...
[09:43:54] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:43:54] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '010 Day 1 - Building a Website Summarizer with OpenAI Chat Completions API_en.vtt'
[09:43:55] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:43:55] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:43:55] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (010 Day 1 - Building a Website Summarizer with OpenAI Chat Completions API_en_zh.srt), skipping translation.
[09:43:55] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:43:55] [udemy-downloader] [parse_new:1937] INFO:     > Processing 0 asset(s) for lecture...
[09:44:00] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 11 of 208
[09:44:00] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '011 Day 1 - Hands-On Exercise Building Your First OpenAI API Call from Scratch' is already downloaded, skipping...
[09:44:00] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
[09:44:00] [udemy-downloader] [process_caption:1536] INFO:     >  Downloading caption: '011 Day 1 - Hands-On Exercise Building Your First OpenAI API Call from Scratch_en.vtt'
[09:44:01] [udemy-downloader] [process_caption:1549] INFO:     > Converting caption to SRT format...
[09:44:01] [udemy-downloader] [process_caption:1551] INFO:     > Caption conversion complete.
[09:44:01] [udemy-downloader] [process_caption:1562] INFO:     > Dual-language subtitle already exists (011 Day 1 - Hands-On Exercise Building Your First OpenAI API Call from Scratch_en_zh.srt), skipping translation.
[09:44:01] [udemy-downloader] [process_caption:1569] INFO:     > Removed redundant English subtitle after skipping translation.
[09:44:01] [udemy-downloader] [parse_new:1937] INFO:     > Processing 0 asset(s) for lecture...
[09:44:06] [udemy-downloader] [parse_new:1906] INFO:   > Processing lecture 12 of 208
[09:44:06] [udemy-downloader] [parse_new:1910] INFO:       > Lecture '012 Day 2 - LLM Engineering Building Blocks Models, Tools & Techniques' is already downloaded, skipping...
[09:44:06] [udemy-downloader] [parse_new:1929] INFO: Processing 25 caption(s)...
